	gene	locus_tag	product	protein_id	EC_number
1108	NA	SMb20973	4-aminobutyrate transaminase	CAC49498.1	2.6.1.19
1109	NA	SMb20974	Putative oxidoreductase	CAC49499.1	NA
1110	NA	SMb20975	Putative amino acid uptake ABC transporter 	CAC49500.1	NA
1111	NA	SMb20976	Putative amino acid uptake ABC transporter 	CAC49501.1	NA
1112	NA	SMb20977	Putative transcriptional regulator, lacI family 	CAC49502.1	NA
1113	NA	SMb20978	Putative acyl dehydratase	CAC49503.1	1.4.3.4
1114	NA	SMb20979	Putative TRAP dicarboxylate transporter	CAC49504.1	NA
1115	NA	SMb20980	Putative small C4-dicarboxylate uptake permease	CAC49505.1	NA
1116	NA	SMb20981	Putative C4-dicarboxylate transporter 	CAC49506.1	NA
1117	NA	SMb20982	Hypothetical protein	CAC49507.1	NA
1118	NA	SMb20983	Hypothetical protein	CAC49508.1	NA
1119	nirB	SMb20984	Nitrite reductase [NAD(P)H]	CAC49509.1	1.7.1.4
1120	nirD	SMb20985	Nitrite reductase [NAD(P)H]	CAC49510.1	1.7.1.4
1121	narB	SMb20986	Putative nitrate reductase, large subunit	CAC49511.1	1.7.99.4
1122	NA	SMb20987	Precorrin-2 dehydrogenase	CAC49512.1	1.3.1.76
1123	NA	SMb20988	Conserved hypothetical protein	CAC49513.2	NA
1124	NA	SMb20989	Putative stomatin-like protein	CAC49514.1	NA
1125	nfeD	SMb20990	Probable membrane protein necessary for 	CAC49515.1	NA
1126	NA	SMb20991	Conserved hypothetical protein, similar to 	CAC49516.1	NA
1127	NA	SMb20992	Conserved hypothetical protein, similar to 	CAC49517.1	NA
1128	NA	SMb21674	Hypothetical protein	CAC49518.1	NA
1129	NA	SMb20993	Acyl-CoA dehydrogenase	CAC49519.1	1.3.99.3
1130	NA	SMb20994	Conserved hypothetical protein	CAC49520.1	NA
1131	engA	SMb20995	Putative GTP-binding protein	CAC49521.1	NA
1132	NA	SMb20996	Hypothetical protein	CAC49522.1	NA
1133	NA	SMb20997	Conserved hypothetical protein	CAC49523.1	NA
1134	NA	SMb20998	Hypothetical exported protein	CAC49524.1	NA
1135	bacA	SMb20999	Putative transport protein, essential for 	CAC49525.1	NA
1136	NA	SMb21000	Putative transport protein	CAC49526.1	NA
1137	NA	SMb21001	Hypothetical protein	CAC49527.1	NA
1138	map2	SMb21002	Putative methionine aminopeptidase	CAC49528.1	3.4.11.18
1139	NA	SMb21003	Probable oxidoreductase	CAC49529.1	NA
1140	NA	SMb21004	Hypothetical protein	CAC49530.2	NA
1141	NA	SMb21005	Hypothetical protein	CAC49531.1	NA
1142	NA	SMb21006	Hypothetical membrane protein	CAC49532.1	NA
1143	NA	SMb21007	Hypothetical protein	CAC49533.1	NA
1144	NA	SMb21008	Putative transcriptional regulator, arsR family 	CAC49534.1	NA
1145	glpK	SMb21009	Probable glycerol kinase, similar to sugar 	CAC49535.1	2.7.1.30
1146	bdhA	SMb21010	D-beta-hydroxybutyrate dehydrogenase	CAC49536.1	1.1.1.30
1147	xdhA2	SMb21011	Xanthine dehydrogenase	CAC49537.1	1.17.1.4
1148	xdhB2	SMb20846	Probable xanthine dehydrogenase	CAC49538.1	1.17.1.4
1149	NA	SMb21676	Hypothetical protein	CAC49539.1	NA
1150	NA	SMb20847	Probable transcriptional regulator	CAC49540.2	NA
1151	NA	SMb20848	Conserved hypothetical membrane protein, 	CAC49541.1	NA
1152	guaD2	SMb20849	Putative guanine deaminase	CAC49542.1	3.5.4.3
1153	lldD1	SMb20850	Putative L-lactate dehydrogenase (cytochrome) 	CAC49543.1	1.1.2.3
1154	NA	SMb20851	Putative transcriptional regulator, sorC family 	CAC49544.1	NA
1155	NA	SMb20852	Ribulokinase	CAC49545.1	2.7.1.16
1156	NA	SMb20853	Galactitol 1-phosphate 5-dehydrogenase	CAC49546.1	1.1.1.251
1157	NA	SMb20854	ABC transporter, permease	CAC49547.1	NA
1158	NA	SMb20855	ABC transporter, ATP-binding protein	CAC49548.1	NA
1159	NA	SMb20856	ABC transporter, periplasmic solute-binding 	CAC49549.1	NA
1160	NA	SMb20857	Putative glucose-6-phosphate isomerase	CAC49550.1	5.3.1.9
1161	NA	SMb20858	L-lactate dehydrogenase (cytochrome)	CAC49551.1	1.1.2.3
1162	NA	SMb20859	Putative transcriptional regulator, araC family 	CAC49552.1	NA
1163	NA	SMb21677	Hypothetical exported protein signal peptide	CAC49553.1	NA
1164	NA	SMb20860	Probable non-heme chloroperoxidase	CAC49554.1	1.11.1.10
1165	NA	SMb20861	Putative dehydrogenase, oxidoreductase FAD 	CAC49555.1	NA
1166	NA	SMb20862	Hypothetical protein	CAC49556.1	NA
1167	NA	SMb20863	Putative mechanosensitive ion channel	CAC49557.1	NA
1168	NA	SMb20864	Conserved hypothetical exported protein	CAC49558.1	NA
1169	NA	SMb20865	Conserved hypothetical protein	CAC49559.1	NA
1170	NA	SMb20866	Conserved hypothetical protein	CAC49560.1	NA
1171	NA	SMb20867	Hypothetical protein	CAC49561.1	NA
1172	NA	SMb20868	Putative two-component sensor histidine kinase	CAC49562.1	2.7.3.-
1173	NA	SMb22014	Putative two-component response regulator	CAQ51295.1	NA
1174	NA	SMb20869	Putative two-component response regulator	CAC49563.1	NA
1175	NA	SMb20870	Putative transcriptional regulator, lysR family 	CAC49564.1	NA
1176	NA	SMb20871	3-oxoacyl-[acyl-carrier-protein] reductase	CAC49565.1	1.1.1.100
1177	NA	SMb20872	Conserved hypothetical protein, 	CAC49566.1	NA
1178	allA	SMb20873	Putative ureidoglycolate hydrolase	CAC49567.1	3.5.3.19
1179	NA	SMb20874	Conserved hypothetical protein	CAC49568.1	NA
1180	NA	SMb20875	Conserved hypothetical protein	CAC49569.1	NA
1181	NA	SMb20876	Hypothetical protein	CAC49570.1	NA
1182	NA	SMb20877	Putative oxidoreductase, possibly D-amino acid 	CAC49571.1	NA
1183	NA	SMb20878	Conserved hypothetical protein	CAC49572.1	NA
1184	NA	SMb20879	Putative protein required for attachment to host 	CAC49573.1	NA
1185	rhlE2	SMb20880	Putative ATP-dependent RNA helicase	CAC49574.1	NA
1186	NA	SMb20881	Conserved hypothetical exported protein	CAC49575.1	NA
1187	NA	SMb20882	Putative heavy metal efflux pump	CAC49576.1	NA
1188	NA	SMb20883	Hypothetical protein	CAC49577.1	NA
1189	NA	SMb20884	Hypothetical protein	CAC49578.1	NA
1190	NA	SMb20885	Conserved hypothetical membrane protein	CAC49579.1	NA
1191	NA	SMb20886	Conserved hypothetical protein	CAC49580.1	NA
1192	NA	SMb20887	Conserved hypothetical protein	CAC49581.1	NA
1193	NA	SMb20888	Conserved hypothetical protein	CAC49582.1	NA
1194	NA	SMb20889	Hypothetical glycine-rich protein	CAC49583.1	NA
1195	araF	SMb20890	Dihydroxy-acid dehydratase	CAC49584.1	4.2.1.9
1196	araE	SMb20891	2-oxoglutarate semialdehyde dehydrogenase	CAC49585.1	1.2.1.26
1197	araD	SMb20892	Conserved hypothetical protein	CAC49586.1	NA
1198	araC	SMb20893	ABC transporter, permease	CAC49587.1	NA
1199	araB	SMb20894	ABC transporter, ATP-binding protein	CAC49588.1	NA
1200	araA	SMb20895	ABC transporter, periplasmic solute-binding 	CAC49589.1	NA
1201	gbpR	SMb20896	Probable transcriptional regulator, lysR family, 	CAC49590.1	NA
1202	NA	SMb20897	Hypothetical protein	CAC49591.1	NA
1203	NA	SMb20898	Hypothetical protein	CAC49592.1	NA
1204	NA	SMb21678	Hypothetical protein	CAC49593.1	NA
1205	idhA	SMb20899	Hypothetical myo-inositol dehydrogenase protein	CAC49594.1	1.1.1.18
1206	NA	SMb20900	Diguanylate cyclase/phosphodiesterase	CAC49595.1	NA
1207	NA	SMb21679	Hypothetical protein	CAC49596.1	NA
1208	NA	SMb20901	Putative transcriptional regulator	CAC49597.1	NA
1209	NA	SMb20902	ABC transporter, periplasmic solute-binding 	CAC49598.1	NA
1210	NA	SMb20903	ABC sugar transporter, permease	CAC49599.1	NA
1211	tRNA-ARG_CCG	SMb21712	ABC transporter, ATP-binding protein	CAC49600.1	NA
1212	NA	SMb20905	Putative transposase	CAC49601.1	NA
1213	NA	SMb20906	Hypothetical protein	CAC49602.1	NA
1214	NA	SMb20907	Hypothetical protein	CAC49603.1	NA
1215	NA	SMb20908	Hypothetical protein	CAC49604.1	NA
1216	NA	SMb21680	Hypothetical protein	CAC49605.1	NA
1217	NA	SMb21681	Hypothetical protein	CAC49606.1	NA
1218	NA	SMb20909	Hypothetical protein	CAC49607.1	NA
1219	NA	SMb20910	Hypothetical protein	CAC49608.1	NA
1220	NA	SMb20911	Hypothetical protein	CAC49609.1	NA
1221	NA	SMb20912	Putative ATP-dependent DNA ligase	CAC49610.1	6.5.1.1
1222	NA	SMb20913	Hypothetical protein	CAC49611.1	NA
1223	NA	SMb21682	Hypothetical protein	CAC49612.1	NA
1224	NA	SMb20914	Hypothetical protein	CAC49613.1	NA
1225	aslA1	SMb20915	Putative arylsulfatase	CAC49614.1	3.1.6.1
1226	NA	SMb21615	Hypothetical protein	CAC49615.1	NA
1227	TRm1a	SMb20918	Transposase of insertion sequence ISRm1 orfA 	CAC49616.1	NA
1228	TRm1b	SMb20919	Transposase of insertion sequence ISRm1 orfB 	CAC49617.1	NA
1229	NA	SMb20920	Hypothetical secreted protein	CAC49618.1	NA
1230	NA	SMb20921	Hypothetical protein	CAC49619.1	NA
1231	NA	SMb20922	Putative glycoside hydrolase	CAC49620.1	NA
1232	NA	SMb21395	Hypothetical protein	CAC49621.1	NA
1233	NA	SMb21396	Hypothetical protein	CAC49622.1	NA
1234	NA	SMb21397	Hypothetical calcium-binding protein	CAC49623.1	NA
1235	NA	SMb21398	Hypothetical protein	CAC49624.1	NA
1236	NA	SMb21399	Hypothetical protein	CAC49625.1	NA
1237	NA	SMb21683	Hypothetical protein	CAC49626.1	NA
1238	NA	SMb21400	Hypothetical protein	CAC49627.1	NA
1239	NA	SMb21401	Hypothetical protein	CAC49628.1	NA
1240	NA	SMb21402	Hypothetical calcium binding protein	CAC49629.1	NA
1241	NA	SMb21403	Hypothetical protein	CAC49630.1	NA
1242	NA	SMb21404	Hypothetical protein	CAC49631.1	NA
1243	NA	SMb21405	Putative amidase	CAC49632.1	NA
1244	NA	SMb21406	Conserved hypothetical protein	CAC49633.1	NA
1245	NA	SMb21407	Conserved hypothetical protein	CAC49634.1	NA
1246	NA	SMb21408	Truncated putative transcriptional regulator, 	CAC49635.1	NA
1247	NA	SMb22015	Truncated transcriptional regulator, LysR 	CAQ51296.1	NA
1248	NA	SMb21410	Putative methyltransferase, 	CAC49637.1	2.1.1.-
1249	NA	SMb21411	Hypothetical protein	CAC49638.1	NA
1250	NA	SMb21412	Conserved hypothetical protein	CAC49639.1	NA
1251	NA	SMb21413	Hypothetical protein	CAC49640.1	NA
1252	NA	SMb21414	Aromatic-L-amino-acid decarboxylase	CAC49641.1	4.1.1.28
1253	NA	SMb21415	Putative oxidoreductase, oxygen dependent, 	CAC49642.1	1.5.3.-
1254	ddhA	SMb21416	Putative glucose-1-phosphate 	CAC49643.1	2.7.7.33
1255	ddhB	SMb21417	Putative CDP-glucose 4,6-dehydratase	CAC49644.1	4.2.1.45
1256	NA	SMb21418	Putative NDP-hexose 3-C-methyltransferase	CAC49645.1	NA
1257	NA	SMb21419	Putative transcriptional regulator, araC family 	CAC49646.1	NA
1258	NA	SMb21684	Hypothetical protein	CAC49647.1	NA
1259	NA	SMb21420	Putative L-arabinose isomerase	CAC49648.1	NA
1260	NA	SMb21421	ABC transporter, periplasmic solute-binding 	CAC49649.1	NA
1261	NA	SMb21422	ABC transporter, ATP-binding protein	CAC49650.1	NA
1262	NA	SMb21423	ABC sugar transporter, permease	CAC49651.1	NA
1263	NA	SMb21424	Putative acyl esterase	CAC49652.1	NA
1264	NA	SMb21425	Putative cephalosporin hydroxylase	CAC49653.1	NA
1265	NA	SMb21426	Putative sugar nucleotide 	CAC49654.1	NA
1266	NA	SMb21427	Putative acetyltransferase	CAC49655.1	NA
1267	rmlC	SMb21428	Putative dTDP-4-dehydrorhamnose 3,5-epimerase	CAC49656.1	5.1.3.13
1268	NA	SMb21429	Iron-chelate-transporting ATPase	CAC49657.1	3.6.3.34
1269	NA	SMb21430	Putative iron ABC transporter permease	CAC49658.1	NA
1270	NA	SMb21431	Hypothetical protein, possibly C terminus of 	CAC49659.1	NA
1271	NA	SMb21432	Putative iron uptake ABC transporter periplasmic 	CAC49660.1	NA
1272	NA	SMb21433	Putative methyl-transferase, 	CAC49661.1	NA
1273	NA	SMb21685	Hypothetical protein	CAC49662.1	NA
1274	NA	SMb21434	Putative transcriptional regulator, lysR family 	CAC49663.1	NA
1275	NA	SMb21435	N-carbamoyl-L-amino-acid hydrolase	CAC49664.1	3.5.1.87
1276	NA	SMb21436	ABC transporter, permease	CAC49665.1	NA
1277	NA	SMb21437	ABC transporter, permease	CAC49666.2	NA
1278	NA	SMb21438	ABC transporter, periplasmic solute-binding 	CAC49667.1	NA
1279	NA	SMb21439	Conserved hypothetical protein	CAC49668.1	NA
1280	NA	SMb21440	Hypothetical protein	CAC49669.1	NA
1281	NA	SMb21441	Conserved hypothetical protein	CAC49670.2	NA
1282	NA	SMb21442	Hypothetical protein	CAC49671.1	NA
1283	NA	SMb21443	Hypothetical protein	CAC49672.1	NA
1284	NA	SMb21444	Hypothetical protein	CAC49673.1	NA
1285	NA	SMb21445	Putative DNA topoisomerase I	CAC49674.2	5.99.1.2
1286	glgX2	SMb21446	Isoamylase	CAC49675.1	3.2.1.68
1287	glgB2	SMb21447	4-alpha-D-{(1->4)-alpha-D-glucano}trehalose 	CAC49676.1	3.2.1.141
1288	NA	SMb21448	Putative DNA polymerase related protein	CAC49677.1	2.7.7.7
1289	gst12	SMb21449	Probable glutathione S-transferase	CAC49678.1	2.5.1.18
1290	NA	SMb21450	Conserved hypothetical protein	CAC49679.1	NA
1291	NA	SMb21452	Putative chaperone	CAC49680.1	NA
1292	NA	SMb21454	Hypothetical protein	CAC49681.1	NA
1293	NA	SMb21455	Conserved hypothetical protein	CAC49682.1	NA
1294	NA	SMb21456	Hypothetical protein	CAC49683.1	NA
1295	NA	SMb21458	Putative sugar uptake ABC transporter permease	CAC49684.1	NA
1296	NA	SMb21459	Putative sugar uptake ABC transporter permease	CAC49685.1	NA
1297	NA	SMb21460	Putative sugar uptake ABC transporter 	CAC49686.1	NA
1298	NA	SMb21461	Putative sugar uptake ABC transporter 	CAC49687.1	NA
1299	NA	SMb21462	Putative sugar kinase	CAC49688.1	2.7.1.-
1300	NA	SMb21463	Alpha-galactosidase	CAC49689.1	3.2.1.22
1301	NA	SMb21464	Putative transcriptional regulator, gntR family 	CAC49690.1	NA
1302	prsE	SMb21465	Type I secretion membrane fusion protein, HlyD 	CAC49691.1	NA
1303	prsD	SMb21466	ABC transporter, ATP-binding component, 	CAC49692.2	NA
1304	NA	SMb21467	Hypothetical protein	CAC49693.1	NA
1305	NA	SMb21468	Conserved hypothetical membrane protein	CAC49694.1	NA
1306	NA	SMb21469	Hypothetical protein	CAC49695.1	NA
1307	NA	SMb21470	Hypothetical protein	CAC49696.1	NA
1308	NA	SMb21471	Hypothetical protein	CAC49697.1	NA
1309	NA	SMb21472	Hypothetical protein	CAC49698.1	NA
1310	NA	SMb21473	Conserved hypothetical protein	CAC49699.1	NA
1311	NA	SMb21474	Putative dehydrogenase, possibly 	CAC49700.1	1.1.1.100
1312	NA	SMb21475	Hypothetical protein	CAC49701.1	NA
1313	NA	SMb21476	Hypothetical protein	CAC49702.1	NA
1314	NA	SMb21477	RNA-directed DNA polymerase	CAC49703.1	2.7.7.49
1315	NA	SMb21478	Conserved hypothetical protein	CAC49704.1	NA
1316	NA	SMb21479	Hypothetical protein	CAC49705.1	NA
1317	NA	SMb21480	Conserved hypothetical protein	CAC49706.1	NA
1318	NA	SMb21481	Conserved hypothetical protein	CAC49707.1	1.1.1.205
1319	NA	SMb21482	Hypothetical protein	CAC49708.1	NA
1320	NA	SMb21483	Hypothetical protein	CAC49709.1	NA
1321	NA	SMb21686	Hypothetical protein	CAC49710.1	NA
1322	rpoE5	SMb21484	Putative RNA polymerase sigma-E factor 	CAC49711.1	NA
1323	NA	SMb21687	Hypothetical protein	CAC49712.1	NA
1324	NA	SMb21485	Hypothetical protein	CAC49713.1	NA
1325	NA	SMb21486	Putative permease	CAC49714.2	NA
1326	cyoA	SMb21487	Putative cytochrome o ubiquinol oxidase chain 	CAC49715.1	1.10.3.-
1327	cyoB	SMb21488	Putative cytochrome o ubiquinol oxidase chain I	CAC49716.1	1.10.3.-
1328	cyoC	SMb21489	Putative cytochrome o ubiquinol oxidase chain 	CAC49717.1	1.10.3.-
1329	cyoD	SMb22024	Cytochrome o ubiquinol oxidase protein CyoD	CAQ51297.1	NA
1330	NA	SMb21490	Putative SUR1-like protein, similar to 	CAC49719.1	NA
1331	NA	SMb21491	Hypothetical exported protein	CAC49720.2	NA
1332	NA	SMb21492	Hypothetical protein	CAC49721.1	NA
1333	NA	SMb21493	Putative transcriptional regulator, asnC family 	CAC49722.1	NA
1334	ocd	SMb21494	Putative ornithine cyclodeaminase	CAC49723.1	4.3.1.12
1335	NA	SMb21689	Hypothetical protein	CAC49724.1	NA
1336	NA	SMb21495	Hypothetical protein	CAC49725.1	NA
1337	NA	SMb21496	Putative protease	CAC49726.1	3.4.24.40
1338	acrE	SMb21497	Putative acriflavin resistance protein	CAC49727.1	NA
1339	acrF	SMb21498	Putative acriflavin resistence protein	CAC49728.1	NA
1340	NA	SMb21499	Hypothetical protein	CAC49729.1	NA
1341	NA	SMb21500	Putative glycosyltransferase	CAC49730.1	NA
1342	NA	SMb21501	Hypothetical membrane protein	CAC49731.1	NA
1343	NA	SMb21502	Putative glycosyltransferase	CAC49732.1	NA
1344	NA	SMb21503	Putative glycosyltransferase	CAC49733.1	NA
1345	NA	SMb21504	Putative protein, slightly similar to 	CAC49734.1	NA
1346	wzy	SMb21505	Putative membrane protein, similar to Wzy-like 	CAC49735.1	NA
1347	NA	SMb21506	Probable exopolysaccharide transport protein	CAC49736.1	NA
1348	NA	SMb21507	Putative amino acid exporter	CAC49737.1	NA
1349	dapA3	SMb21508	Putative dihydrodipicolinate synthetase	CAC49738.1	4.2.1.52
1350	NA	SMb21509	Putative plasmid stability protein	CAC49739.1	NA
1351	NA	SMb21510	Putative plasmid stability protein	CAC49740.1	NA
1352	NA	SMb21511	Putative plasmid stability protein	CAC49741.1	NA
1353	NA	SMb21512	Hypothetical protein	CAC49742.1	NA
1354	wzx2	SMb21513	Putative cell-surface polysaccharide exporter 	CAC49743.1	NA
1355	hemK2	SMb21514	Putative modification methylase	CAC49744.1	NA
1356	NA	SMb21515	Hypothetical protein	CAC49745.1	NA
1357	NA	SMb21516	Conserved hypothetical protein	CAC49746.1	NA
1358	NA	SMb21517	Hypothetical protein	CAC49747.1	NA
1359	NA	SMb21518	Hypothetical protein	CAC49748.1	NA
1360	NA	SMb21519	Putative two-component sensor histidine kinase	CAC49749.1	2.7.3.-
1361	NA	SMb21520	Putative two-component response regulator	CAC49750.1	NA
1362	NA	SMb21521	Hypothetical exported protein, glycine-rich	CAC49751.1	NA
1363	minE	SMb21522	Putative cell division inhibitor	CAC49752.1	NA
1364	minD	SMb21523	Putative cell division inhibitor	CAC49753.1	NA
1365	minC	SMb21524	Putative cell division inhibitor	CAC49754.1	NA
1366	NA	SMb20647	Hypothetical protein	CAC49755.1	NA
1367	NA	SMb20648	Putative oxidoreductase	CAC49756.1	NA
1368	nadE1	SMb20649	NAD+ synthase	CAC49757.1	6.3.1.5
1369	NA	SMb20650	Long-chain-fatty-acid-CoA ligase	CAC49758.1	6.2.1.3
1370	NA	SMb20651	Putative acyl carrier protein	CAC49759.1	NA
1371	asnB	SMb20652	Putative asparagine synthetase	CAC49760.1	6.3.5.4
1372	NA	SMb20654	Hypothetical protein	CAC49761.1	NA
1373	NA	SMb20655	Conserved hypothetical protein	CAC49762.1	NA
1374	NA	SMb20656	Putative oxidoreductase	CAC49763.1	NA
1375	NA	SMb20657	Hypothetical protein	CAC49764.1	NA
1376	NA	SMb20658	Putative sugar uptake ABC transporter permease	CAC49765.1	NA
1377	NA	SMb20659	Putative sugar uptake ABC transporter permease	CAC49766.1	NA
1378	NA	SMb20660	Putative sugar uptake ABC transporter 	CAC49767.1	NA
1379	NA	SMb20661	Putative sugar uptake ABC transporter 	CAC49768.1	NA
1380	NA	SMb20662	3-oxoacyl-[acyl-carrier-protein] reductase	CAC49769.1	1.1.1.100
1381	NA	SMb20663	Conserved hypothetical protein	CAC49770.1	NA
1382	NA	SMb20664	Putative transcriptional regulator, GntR family 	CAC49771.1	NA
1383	NA	SMb21614	Putative partial transposase of insertion 	CAC49772.1	NA
1384	NA	SMb20666	L-fuculose-phosphate aldolase	CAC49773.1	4.1.2.17
1385	NA	SMb20667	Putative transcriptional repressor	CAC49774.1	NA
1386	NA	SMb20668	Putative 3-hydroxyisobutyrate dehydrogenase	CAC49775.1	1.1.1.31
1387	NA	SMb20669	Hydroxypyruvate isomerase	CAC49776.1	5.3.1.22
1388	NA	SMb20670	Conserved hypothetical protein	CAC49777.1	NA
1389	NA	SMb20671	Putative sugar uptake ABC transporter 	CAC49778.1	NA
1390	NA	SMb20672	Putative sugar ABC transporter	CAC49779.1	NA
1391	NA	SMb20673	Putative sugar uptake ABC transporter 	CAC49780.1	NA
1392	NA	SMb20674	Putative transcriptional regulator, LacI family 	CAC49781.1	NA
1393	NA	SMb20675	Conserved hypothetical protein	CAC49782.1	NA
1394	NA	SMb20676	Hypothetical protein	CAC49783.1	NA
1395	NA	SMb20677	Putative ureidoglycolate hydrolase	CAC49784.1	3.5.3.19
1396	ttuD2	SMb20678	Putative hydroxypyruvate reductase	CAC49785.1	1.1.1.81
1397	QglxR	SMb20679	Probable tartronic semialdehyde reductase	CAC49786.1	1.1.1.60
1398	hyi	SMb20680	Putative hydroxypyruvate isomerase	CAC49787.1	5.3.1.22
1399	gcl	SMb20681	Putative glyoxylate carboligase	CAC49788.1	4.1.1.47
1400	iclR	SMb20682	Putative acetate operon repressor IclR protein	CAC49789.1	NA
1401	NA	SMb20683	Putative transcriptional regulator, LysR family 	CAC49790.1	NA
1402	NA	SMb20684	Conserved hypothetical protein	CAC49791.1	NA
1403	NA	SMb20685	Putative DNA ligase	CAC49792.1	6.5.1.1
1404	NA	SMb20686	Putative DNA ligase	CAC49793.1	6.5.1.2
1405	NA	SMb20687	Probable O-linked GlcNAc transferase	CAC49794.1	NA
1406	NA	SMb20688	Conserved hypothetical protein	CAC49795.1	NA
1407	xthA4	SMb20689	Probable exodeoxyribonuclease III	CAC49796.1	3.1.11.2
1408	NA	SMb20690	Hypothetical protein	CAC49797.1	NA
1409	NA	SMb20691	Hypothetical protein	CAC49798.1	NA
1410	idnO1	SMb20692	Putative 5-keto-D-gluconate 5-reductase	CAC49799.1	1.1.1.69
1411	NA	SMb20694	Putative choline dehydrogenase	CAC49801.1	1.1.99.1
1412	NA	SMb20695	Hypothetical protein	CAC49802.1	NA
1413	NA	SMb20696	Hypothetical protein	CAC49803.1	NA
1414	NA	SMb20697	Putative amino acid degradation protein	CAC49804.1	NA
1415	NA	SMb20698	Putative transport protein, similar to E. coli 	CAC49805.1	NA
1416	NA	SMb20699	Putative multidrug resistance efflux protein	CAC49806.1	NA
1417	NA	SMb20700	Conserved hypothetical exported protein	CAC49807.1	NA
1418	NA	SMb20701	Conserved hypothetical protein	CAC49808.1	NA
1419	NA	SMb20702	Putative regulatory protein, possibly 	CAC49809.1	NA
1420	NA	SMb20703	Conserved hypothetical protein	CAC49810.1	NA
1421	glgA2	SMb20704	Putative glycogen synthase	CAC49811.1	2.4.1.21
1422	NA	SMb20705	Conserved hypothetical membrane protein	CAC49812.1	NA
1423	NA	SMb20706	Putative amino acid uptake ABC transporter 	CAC49813.1	NA
1424	cyaG2	SMb20707	Putative adenylate cyclase	CAC49814.1	4.6.1.1
1425	NA	SMb20708	Putative methylated-DNA--protein-cysteine 	CAC49815.1	2.1.1.63
1426	NA	SMb20709	Putative 3-methyladenine DNA glycosylase	CAC49816.1	3.2.2.21
1427	NA	SMb20710	3-hydroxyisobutyrate dehydrogenase	CAC49817.1	1.1.1.31
1428	NA	SMb20711	Epimerase/isomerase	CAC49818.1	NA
1429	NA	SMb20712	ABC transporter, periplasmic solute-binding 	CAC49819.1	NA
1430	NA	SMb20713	ABC transporter, ATP binding protein	CAC49820.2	NA
1431	NA	SMb20714	ABC transporter, permease	CAC49821.1	NA
1432	NA	SMb20715	Putative transcriptional regulator, LysR family 	CAC49822.1	NA
1433	NA	SMb20716	Conserved hypothetical membrane protein	CAC49823.1	NA
1434	NA	SMb20717	Putative transcriptional regulator, LacI family 	CAC49824.1	NA
1435	NA	SMb20718	Putative sugar uptake ABC transporter 	CAC49825.1	NA
1436	NA	SMb20719	Putative sugar ABC transporter	CAC49826.1	NA
1437	NA	SMb20720	Putative sugar uptake ABC transporter 	CAC49827.1	NA
1438	NA	SMb20721	Putative two-component sensor histidine kinase	CAC49828.1	2.7.3.-
1439	NA	SMb20722	Putative two-component response regulator	CAC49829.1	NA
1440	NA	SMb20723	Putative iron ABC transporter periplasmic 	CAC49830.1	NA
1441	NA	SMb20724	Conserved hypothetical exported protein	CAC49831.1	NA
1442	NA	SMb20725	Hypothetical membrane protein	CAC49832.1	NA
1443	NA	SMb20726	Conserved hypothetical membrane protein	CAC49833.1	NA
1444	NA	SMb20727	Hypothetical protein	CAC49834.1	NA
1445	NA	SMb20728	Hypothetical protein	CAC49835.1	NA
1446	NA	SMb20729	Conserved hypothetical protein	CAC49836.1	NA
1447	NA	SMb22016	Hypothetical protein	CAQ51298.1	NA
1448	glnII	SMb20745	Glutamate-ammonia ligase	CAC49837.1	6.3.1.2
1449	gstI	SMb20746	Glutamine synthetase translation inhibitor	CAC49838.1	NA
1450	NA	SMb20747	Hypothetical enzyme, haloacid 	CAC49839.1	NA
1451	pssF	SMb20748	Putative glycosyltransferase	CAC49840.1	NA
1452	uxuB	SMb20749	Probable mannitol dehydrogenase	CAC49841.1	1.1.1.57
1453	NA	SMb20750	Gluconate 5-dehydrogenase	CAC49842.1	1.1.1.69
1454	NA	SMb20751	Putative 3-hydroxyisobutyrate dehydrogenase	CAC49843.1	1.1.1.31
1455	NA	SMb20752	Putative enoyl-CoA hydratase	CAC49844.1	4.2.1.17
1456	NA	SMb20753	Acyl-CoA dehydrogenase	CAC49845.1	1.3.99.3
1457	NA	SMb20754	Probable transcriptional regulator	CAC49846.1	NA
1458	pccB	SMb20755	Putative propionyl-CoA carboxylase beta chain	CAC49847.1	6.4.1.3
1459	pccA	SMb20756	Putative propionyl-CoA carboxylase alpha chain	CAC49848.1	6.4.1.3
1460	bhbA	SMb20757	Methylmalonyl-CoA mutase	CAC49849.1	5.4.99.2
1461	NA	SMb20758	Putative transcriptional regulator, GntR or ArsR 	CAC49850.2	NA
1462	phnG	SMb20759	Probable protein PhnG	CAC49851.1	NA
1463	phnH	SMb20760	Probable protein PhnH	CAC49852.1	NA
1464	phnI	SMb20761	Uncharacterized enzyme of phosphonate 	CAC49853.1	NA
1465	phnJ	SMb20762	Uncharacterized enzyme of phosphonate 	CAC49854.1	NA
1466	phnK	SMb20763	Putative phosphonate uptake ABC transporter 	CAC49855.1	NA
1467	phnL	SMb20764	Putative phosphonate uptake ABC transporter 	CAC49856.1	NA
1468	NA	SMb21609	Chloramphenicol O-acetyltransferase	CAC49857.1	2.3.1.28
1469	TRm22	SMb20766	Putative transposase of insertion sequence 	CAC49858.1	NA
1470	dak	SMb20767	Putative dihydroxyacetone (glycerone) kinase	CAC49859.1	2.7.1.29
